Fund Name,Scheme Type,Scheme Category,Plan,AUM,TER,PE,PB,Top 3 Holdings,Top 5 Holdings,Top 10 Holdings,Sharpe,Sortino,St Dev,Inception,Age in yrs,Score
Higher/lower,,,,higher,lower,lower,lower,lower,lower,lower,higher,higher,lower,higher,higher,
Quant Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,Growth,350.4427,0.83,45.699,5.03,30.50541501,48.90234552,87.77235194,0.319077608,0.0333,13.16350135,0,2.75,1355.297952
ICICI Pru Nifty50 Equal Weight Index Fund,Equity Scheme,Index Fund,IDCW,213.4357132,0.4,19.7282,3.41,7.358562334,12.01078283,23.15676194,0.820712057,0.0921,14.87480402,0,3.5,1312.679907
ICICI Pru Nifty50 Equal Weight Index Fund,Equity Scheme,Index Fund,Growth,213.4357132,0.4,19.7282,3.41,7.358562334,12.01078283,23.15676194,0.819124606,0.0921,14.87480402,0,3.5,1312.656095
Aditya Birla SL Nifty Smallcap 50 Index Fund,Equity Scheme,Index Fund,Growth,255.0533,0.48,31.4527,3.36,18.66006047,25.10432133,38.13406845,0.307965453,0.032,14.87480402,0,5,1288.925444
Aditya Birla SL Nifty Smallcap 50 Index Fund,Equity Scheme,Index Fund,IDCW,255.0533,0.48,31.4527,3.36,18.66006047,25.10432133,38.13406845,0.307965453,0.032,14.87480402,0,5,1288.925444
SBI BSE Sensex Index Fund,Equity Scheme,Index Fund,Growth,301.7713,0.2,22.9744,3.42,34.13775325,44.81411915,65.30738102,0.285741142,0.0322,14.87480402,0,2.916666667,1260.921687
SBI BSE Sensex Index Fund,Equity Scheme,Index Fund,IDCW,301.7713,0.2,22.9744,3.42,34.13775325,44.81411915,65.30738102,0.285741142,0.0322,14.87480402,0,2.916666667,1260.921687
Invesco India Technology Fund,Equity Scheme,Sectoral Fund - Technology,Growth,315.6579,0.82,46.8115,7.61,27.24126341,40.53261458,64.665798,-0.192081545,-0.0204,16.85893746,0,1.583333333,1246.932998
Invesco India Technology Fund,Equity Scheme,Sectoral Fund - Technology,IDCW,315.6579,0.82,46.8115,7.61,27.24126341,40.53261458,64.665798,-0.206368602,-0.0219,16.85893746,0,1.583333333,1246.699193
JM ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,217.2807384,1.01,30.6224,3.81,11.07268653,17.13813214,30.29875276,0.268279183,0.0279,13.06027511,17.14858142,13.25,1242.88343
JM ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,217.2807384,1.01,30.6224,3.81,11.07268653,17.13813214,30.29875276,0.268279183,0.0279,13.06027511,16.97298011,13.25,1242.356626
Bandhan Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,IDCW,294.7001,0.67,37.5747,5.2,24.13167241,37.8139143,61.90781872,-1.225512007,-0.1388,13.16350135,0,0.416666667,1220.115498
Bandhan Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,Growth,294.7001,0.67,37.5747,5.2,24.13167241,37.8139143,61.90781872,-1.225512007,-0.1388,13.16350135,0,0.416666667,1220.115498
UTI Nifty Midcap 150 Quality 50 Index Fund,Equity Scheme,Index Fund,Growth,234.4192,0.59,32.6015,6.7,12.8028064,20.26675519,34.68985766,0.266691732,0.0281,14.87480402,0,4,1178.359386
Kotak Energy Opportunities Fund,Equity Scheme,Sectoral Fund - Energy & Power,Growth,260.2481,0.89,15.9112,2.28,25.43081006,35.29401367,56.2674617,0.061910581,0.0063,14.77588369,0,1,1144.863822
Kotak Energy Opportunities Fund,Equity Scheme,Sectoral Fund - Energy & Power,IDCW,260.2481,0.89,15.9112,2.28,25.43081006,35.29401367,56.2674617,0.061910581,0.0063,14.77588369,0,1,1144.863822
Edelweiss Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,Growth,184.3664,0.14,27.3392,3.07,6.868767845,9.319865225,14.94328685,0.18255684,0.0185,14.87480402,0,3.416666667,1082.44679
Edelweiss Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,IDCW,184.3664,0.14,27.3392,3.07,6.868767845,9.319865225,14.94328685,0.18255684,0.0185,14.87480402,0,3.416666667,1082.44679
LIC MF Banking & Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,Growth,277.427,1.2,19.2652,2.47,37.62254575,51.50331439,70.05702401,1.076291633,0.1212,13.61429544,12.18449482,11.08333333,1048.794993
LIC MF Banking & Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,IDCW,277.427,1.2,19.2652,2.47,37.62254575,51.50331439,70.05702401,1.074704183,0.1209,13.61429544,12.11130787,11.08333333,1048.547721
SBI Nifty India Consumption Index Fund,Equity Scheme,Index Fund,IDCW,275.1325,0.4,35.5927,7.28,27.00120851,39.29910134,60.24689922,0.368288583,0.0401,14.87480402,0,1.5,1040.17832
SBI Nifty India Consumption Index Fund,Equity Scheme,Index Fund,Growth,275.1325,0.4,35.5927,7.28,27.00120851,39.29910134,60.24689922,0.368288583,0.0401,14.87480402,0,1.5,1040.17832
Edelweiss Nifty Next 50 Index Fund,Equity Scheme,Index Fund,Growth,200.1551,0.08,20.0035,3.14,12.76884776,19.27320363,33.60648817,0.641330118,0.0656,14.87480402,0,3.416666667,1007.245932
Edelweiss Nifty Next 50 Index Fund,Equity Scheme,Index Fund,IDCW,200.1551,0.08,20.0035,3.14,12.76884776,19.27320363,33.60648817,0.641330118,0.0656,14.87480402,0,3.416666667,1007.245932
Edelweiss Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,247.7777,0.05,21.2299,3.27,28.79871756,38.50980133,55.20101284,0.498459547,0.0567,14.87480402,0,4.5,974.8645032
Edelweiss Nifty 50 Index Fund,Equity Scheme,Index Fund,IDCW,247.7777,0.05,21.2299,3.27,28.79871756,38.50980133,55.20101284,0.498459547,0.0566,14.87480402,0,4.5,974.8632032
Motilal Oswal Nifty Capital Market Index Fund,Equity Scheme,Index Fund,Growth,346.5356,0.49,41.9454,9.64,53.52148524,67.71621732,88.37680746,1.5128406,0.1839,14.87480402,0,1.333333333,974.7632593
Bandhan Nifty 100 Index Fund,Equity Scheme,Index Fund,IDCW,229.0246,0.1,21.0195,3.25,24.10803605,32.23742131,46.21064269,0.52385876,0.0586,14.87480402,0,4.166666667,965.6658782
Bandhan Nifty 100 Index Fund,Equity Scheme,Index Fund,Growth,229.0246,0.1,21.0195,3.25,24.10803605,32.23742131,46.21064269,0.52385876,0.0586,14.87480402,0,4.166666667,965.6658782
Quantum ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,217.514104,0.89,20.8185,2.62,22.62998081,31.62810996,50.70544759,0.063498031,0.007,13.06027511,13.00567627,17.33333333,955.9138191
Quantum ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,217.514104,0.89,20.8185,2.62,22.62998081,31.62810996,50.70544759,0.063498031,0.007,13.06027511,12.93251543,17.33333333,955.6943365
LIC MF Value Fund,Equity Scheme,Value Fund,Growth,202.6819,1.35,20.9217,4.03,17.40742513,24.06115198,38.53338655,0.773088533,0.0829,12.7807808,0,7.666666667,934.6398249
LIC MF Value Fund,Equity Scheme,Value Fund,IDCW,202.6819,1.35,20.9217,4.03,17.40742513,24.06115198,38.53338655,0.773088533,0.0828,12.7807808,0,7.666666667,934.6385249
ICICI Pru Nifty200 Value 30 Index Fund,Equity Scheme,Index Fund,Growth,200.7634543,0.25,8.0804,1.45,15.72875905,25.94356636,49.33512442,1.577926082,0.1654,14.87480402,0,1.5,909.5445451
ICICI Pru Nifty200 Value 30 Index Fund,Equity Scheme,Index Fund,IDCW,200.7634543,0.25,8.0804,1.45,15.72875905,25.94356636,49.33512442,1.577926082,0.1654,14.87480402,0,1.5,909.5445451
Kotak Nifty Commodities Index Fund,Equity Scheme,Index Fund,IDCW,239.3551,0.2,18.1379,2.23,24.1599615,37.84327136,63.43629194,0.966757529,0.1029,14.87480402,0,1.083333333,893.886895
Kotak Nifty Commodities Index Fund,Equity Scheme,Index Fund,Growth,239.3551,0.2,18.1379,2.23,24.1599615,37.84327136,63.43629194,0.966757529,0.1029,14.87480402,0,1.083333333,893.886895
Bank of India Large Cap Fund,Equity Scheme,Large Cap Fund,Growth,206.7524,0.87,23.4394,3.48,19.63807917,27.59508475,43.57148938,0.939770866,0.102,11.76201976,0,4.833333333,872.6696254
Bank of India Large Cap Fund,Equity Scheme,Large Cap Fund,IDCW,206.7524,0.87,23.4394,3.48,19.63807917,27.59508475,43.57148938,0.933421063,0.101,11.76201976,0,4.833333333,872.5613784
HDFC BSE India Sector Leaders Index Fund,Equity Scheme,Index Fund,Growth,209.5008,0.3,25.5062,3.53,15.21373665,24.64405864,42.55821457,-2.484360481,-0.2387,14.87480402,0,0.416666667,848.3673111
Quant Commodities Fund,Equity Scheme,Thematic Fund,Growth,309.6048,1.01,27.4709,2.68,42.94271277,61.69519982,98.06055978,0.103184301,0.0103,13.82159109,0,2.333333333,834.6731324
Quant Commodities Fund,Equity Scheme,Thematic Fund,IDCW,309.6048,1.01,27.4709,2.68,42.94271277,61.69519982,98.06055978,0.10159685,0.0103,13.82159109,0,2.333333333,834.6493206
Sundaram Nifty 100 Equal Weight Fund,Equity Scheme,Index Fund,Growth,130.812095,0.52,20.357,3.3,3.465082051,5.740062724,11.31868498,0.715940305,0.0756,14.87480402,13.34648017,13.25,827.4973259
Sundaram Nifty 100 Equal Weight Fund,Equity Scheme,Index Fund,IDCW,130.812095,0.52,20.357,3.3,3.465082051,5.740062724,11.31868498,0.715940305,0.0755,14.87480402,10.09538276,13.25,817.7427336
JioBlackRock Nifty Next 50 Index Fund,Equity Scheme,Index Fund,Growth,172.0453411,0.15,20.0038,0,12.62195076,19.01325802,33.5688317,-0.214305856,-0.0202,14.87480402,0,0.666666667,751.5320554
SBI Equity Minimum Variance Fund,Equity Scheme,Thematic Fund,Growth,216.3402,0.42,23.2638,4.35,24.36167666,36.78955645,54.29984811,0.36352623,0.0407,13.82159109,0,7.083333333,743.8008905
SBI Equity Minimum Variance Fund,Equity Scheme,Thematic Fund,IDCW,216.3402,0.42,23.2638,4.35,24.36167666,36.78955645,54.29984811,0.36352623,0.0407,13.82159109,0,7.083333333,743.8008905
Tata Nifty200 Alpha 30 Index Fund,Equity Scheme,Index Fund,Growth,195.603548,0.49,27.4745,4.03,15.63514584,25.11600659,46.93539608,0.660379527,0.0704,14.87480402,0,1.583333333,719.3523673
Tata Nifty200 Alpha 30 Index Fund,Equity Scheme,Index Fund,IDCW,195.603548,0.49,27.4745,4.03,15.63514584,25.11600659,46.93539608,0.660379527,0.0704,14.87480402,0,1.583333333,719.3523673
SBI LT Advantage Fund-IV-,Equity Scheme,Equity Linked Savings Scheme (ELSS),IDCW,208.0901,0,23.9665,3.26,23.97254843,34.91506804,56.80366341,0.650854823,0.0719,13.06027511,0,9.083333333,695.266874
SBI LT Advantage Fund-IV,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,208.0901,0,23.9665,3.26,23.97254843,34.91506804,56.80366341,0.650854823,0.0719,13.06027511,0,9.083333333,695.266874
Quantum Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,178.9390593,0.7,23.2863,2.64,17.58349334,23.63299277,36.45575437,0.511159153,0.0553,15.30194838,0,2.416666667,684.7415951
Unifi Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,174.424462,1.08,22.252,3.3,14.69945669,22.80684704,38.14962131,-0.576244636,-0.0593,12.54736388,0,0.833333333,658.8945799
Shriram Multi Sector Rotation Fund,Equity Scheme,Thematic Fund,Growth,184.3144,0.78,17.7717,3.12,19.4265414,28.78876471,46.49805318,-0.066672933,-0.0067,13.82159109,0,1.333333333,629.8259785
JioBlackRock Nifty 50 Index Fund,Equity Scheme,Index Fund,Growth,205.1742081,0.1,21.23,0,28.56172124,37.48577711,54.52521168,-0.677841486,-0.0705,14.87480402,0,0.666666667,590.9521675
Samco Multi Cap Fund,Equity Scheme,Multi Cap Fund,Growth,268.8476,0.78,25.9269,5.13,57.60542404,60.35609022,66.85125699,-0.992156742,-0.0932,13.36239406,0,1.5,588.6324323
Kotak Nifty Smallcap 50 Index Fund,Equity Scheme,Index Fund,IDCW,174.519,0.2,31.4529,3.36,18.29915367,24.8289298,38.01786625,0.319077608,0.0332,14.87480402,0,3,562.5576302
Kotak Nifty Smallcap 50 Index Fund,Equity Scheme,Index Fund,Growth,174.519,0.2,31.4529,3.36,18.29915367,24.8289298,38.01786625,0.319077608,0.0331,14.87480402,0,3,562.5563302
UTI NIFTY50 Equal Weight Index Fund,Equity Scheme,Index Fund,Growth,127.5145,0.33,19.9588,3.44,7.404099142,12.08505699,23.3004874,0.809599901,0.0903,14.87480402,0,2.833333333,532.4930807
HSBC Nifty Next 50 Index Fund,Equity Scheme,Index Fund,IDCW,145.8111,0.33,20.0031,3.14,12.64951708,19.05472217,33.64167749,0.623868159,0.0637,14.87480402,0,6,531.2037523
HSBC Nifty Next 50 Index Fund,Equity Scheme,Index Fund,Growth,145.8111,0.33,20.0031,3.14,12.64951708,19.05472217,33.64167749,0.623868159,0.0637,14.87480402,0,6,531.2037523
ITI Pharma & Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,IDCW,210.4557,0.47,44.0679,5.12,25.93453159,36.40005949,54.47250894,0.18096939,0.0185,13.16350135,0,4.416666667,518.1360619
ITI Pharma & Healthcare Fund,Equity Scheme,Sectoral Fund - Pharma & Health Care,Growth,210.4557,0.47,44.0679,5.12,25.93453159,36.40005949,54.47250894,0.18096939,0.0185,13.16350135,0,4.416666667,518.1360619
SBI BSE PSU Bank Index Fund,Equity Scheme,Index Fund,Growth,284.706,0.27,8.6111,1.24,56.38700976,78.66897782,100.0806446,1.843030363,0.1949,14.87480402,0,1.083333333,511.8658285
SBI BSE PSU Bank Index Fund,Equity Scheme,Index Fund,IDCW,284.706,0.27,8.6111,1.24,56.38700976,78.66897782,100.0806446,1.843030363,0.1949,14.87480402,0,1.083333333,511.8658285
ICICI Pru Quant Fund,Equity Scheme,Thematic Fund,Growth,153.3981655,1.81,23.1391,4.8,14.60643283,22.63175696,39.37576425,0.412737205,0.0437,13.82159109,0,5.333333333,466.6496621
ICICI Pru Quant Fund,Equity Scheme,Thematic Fund,IDCW,153.3981655,1.81,23.1391,4.8,14.60643283,22.63175696,39.37576425,0.409562303,0.0434,13.82159109,0,5.333333333,466.5981386
Mahindra Manulife Innovation Opportunities Fund,Equity Scheme,Thematic Fund,Growth,162.2767,0,34.0323,4.25,15.08380439,21.96643141,36.96599697,-1.154076722,-0.1147,13.82159109,0,0.25,458.4377672
Mahindra Manulife Innovation Opportunities Fund,Equity Scheme,Thematic Fund,IDCW,162.2767,0,34.0323,4.25,15.08380439,21.96643141,36.96599697,-1.155664173,-0.1148,13.82159109,0,0.25,458.4126554
Groww Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,IDCW,113.1897439,0.45,27.281,3.07,6.893422521,9.353279522,14.99880213,0.18255684,0.0187,14.87480402,0,2.166666667,432.6282115
Groww Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,Growth,113.1897439,0.45,27.281,3.07,6.893422521,9.353279522,14.99880213,0.18255684,0.0187,14.87480402,0,2.166666667,432.6282115
UTI BSE Sensex Index Fund,Equity Scheme,Index Fund,Growth,202.8439,0.2,22.6825,3.37,34.13817226,44.81455937,65.30770706,0.311140354,0.0353,14.87480402,0,4.25,380.0468596
Kotak NIFTY 100 Low Volatility 30 Index Fund,Equity Scheme,Index Fund,IDCW,142.512,0.2,28.5745,4.82,12.86986359,20.65797968,38.38329404,0.630217962,0.0724,14.87480402,0,1.833333333,357.6453014
Kotak NIFTY 100 Low Volatility 30 Index Fund,Equity Scheme,Index Fund,Growth,142.512,0.2,28.5745,4.82,12.86986359,20.65797968,38.38329404,0.630217962,0.0724,14.87480402,0,1.833333333,357.6453014
Quant ESG Integration Strategy Fund,Equity Scheme,Thematic Fund,IDCW,251.7221,0.93,40.0791,3.7,38.75485945,56.59326351,93.52026479,0.369876033,0.0388,13.82159109,0,5.416666667,349.399652
Quant ESG Integration Strategy Fund,Equity Scheme,Thematic Fund,Growth,251.7221,0.93,40.0791,3.7,38.75485945,56.59326351,93.52026479,0.369876033,0.0388,13.82159109,0,5.416666667,349.399652
Motilal Oswal Quant Fund,Equity Scheme,Thematic Fund,IDCW,143.026,0.84,20.0877,4.81,13.74253632,22.76628026,44.89316628,0.331777214,0.0329,13.82159109,0,1.833333333,345.1909422
Motilal Oswal Quant Fund,Equity Scheme,Thematic Fund,Growth,143.026,0.84,20.0877,4.81,13.74253632,22.76628026,44.89316628,0.331777214,0.0329,13.82159109,0,1.833333333,345.1909422
Samco Special Opportunities Fund,Equity Scheme,Thematic Fund,Growth,134.081,0.86,21.9966,2.59,15.49816902,21.27296187,35.18485095,0.4032125,0.0412,13.82159109,0,1.833333333,343.4510796
HDFC Nifty100 Quality 30 Index Fund,Equity Scheme,Index Fund,Growth,160.5071,0.4,29.8184,7.25,15.95923171,26.01965894,47.84467478,0.474647785,0.0524,14.87480402,0,1.166666667,343.0575905
LIC MF Focused Fund,Equity Scheme,Focused Fund,Growth,161.9819,1.17,25.3468,3.72,19.45724611,31.15085577,53.76338376,0.185731742,0.0202,13.25564873,0,8.416666667,335.8686858
LIC MF Focused Fund,Equity Scheme,Focused Fund,IDCW,161.9819,1.17,25.3468,3.72,19.45724611,31.15085577,53.76338376,0.18255684,0.0198,13.25564873,0,8.416666667,335.8158622
Helios Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,IDCW,207.658,0.87,20.3843,2.98,37.44989358,49.54251702,70.87316646,0.790550492,0.0884,13.61429544,0,1.833333333,335.1327486
Helios Financial Services Fund,Equity Scheme,Sectoral Fund - Banks & Financial Services,Growth,207.658,0.87,20.3843,2.98,37.44989358,49.54251702,70.87316646,0.788963041,0.0885,13.61429544,0,1.833333333,335.1102368
Tata BSE Select Business Groups Index Fund,Equity Scheme,Index Fund,Growth,225.1904174,0.29,22.3995,3.33,45.69612738,55.87346985,74.14018851,0.52385876,0.0555,14.87480402,0,1.333333333,319.9817826
Tata BSE Select Business Groups Index Fund,Equity Scheme,Index Fund,IDCW,225.1904174,0.29,22.3995,3.33,45.69612738,55.87346985,74.14018851,0.52385876,0.0555,14.87480402,0,1.333333333,319.9817826
Shriram Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,130.6999,0.46,19.8134,3.36,17.10070168,24.14890907,38.31770338,0.380988189,0.0397,12.54736388,0,7.583333333,305.0881015
Shriram Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,130.6999,0.46,19.8134,3.36,17.10070168,24.14890907,38.31770338,0.374638386,0.039,12.54736388,0,7.583333333,304.9837545
Taurus Mid Cap Fund,Equity Scheme,Mid Cap Fund,Growth,123.0883,1.92,19.2366,2.71,14.72958843,23.35226013,42.26177468,0.276216437,0.0278,14.48069448,15.87584919,13.25,284.1154579
Taurus Mid Cap Fund,Equity Scheme,Mid Cap Fund,IDCW,123.0883,1.92,19.2366,2.71,14.72958843,23.35226013,42.26177468,0.276216437,0.0278,14.48069448,14.54120008,13.25,280.1115106
Edelweiss Nifty 100 Quality 30 Index Fund,Equity Scheme,Index Fund,IDCW,150.2163,0.38,29.8172,7.25,15.92583495,25.96569081,47.74714861,0.487347391,0.0537,14.87480402,0,4.5,268.9619797
Edelweiss Nifty 100 Quality 30 Index Fund,Equity Scheme,Index Fund,Growth,150.2163,0.38,29.8172,7.25,15.92583495,25.96569081,47.74714861,0.485759941,0.0537,14.87480402,0,4.5,268.938168
Qsif Equity Ex-Top 100 Long-Short Fund,Equity Scheme,Mid Cap Fund,IDCW,169.8222442,0.82,25.5244,2.8,24.41991294,34.15809541,53.6006014,-3.405081937,-0.3177,14.48069448,0,0.416666667,242.6912738
Qsif Equity Ex-Top 100 Long-Short Fund,Equity Scheme,Mid Cap Fund,Growth,169.8222442,0.82,25.5244,2.8,24.41991294,34.15809541,53.6006014,-3.405081937,-0.3177,14.48069448,0,0.416666667,242.6912738
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,Equity Scheme,Index Fund,Growth,166.8456,0.52,36.2486,4.82,22.5230992,33.15544431,54.31932278,0.78737559,0.0764,14.87480402,0,5.5,236.4178674
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,Equity Scheme,Index Fund,IDCW,166.8456,0.52,36.2486,4.82,22.5230992,33.15544431,54.31932278,0.78737559,0.0764,14.87480402,0,5.5,236.4178674
LIC MF Nifty Next 50 Index Fund,Equity Scheme,Index Fund,Growth,101.1376,0.38,20.5199,3.22,12.64692854,19.04593346,33.62784958,0.639742667,0.0655,14.87480402,14.46496256,13.25,204.6726989
LIC MF Nifty Next 50 Index Fund,Equity Scheme,Index Fund,IDCW,101.1376,0.38,20.5199,3.22,12.64692854,19.04593346,33.62784958,0.639742667,0.0655,14.87480402,14.46494167,13.25,204.6726362
Axis Nifty500 Value 50 Index Fund,Equity Scheme,Index Fund,Growth,122.650001,0.17,8.3266,1.51,16.28819242,26.84092458,51.2867925,1.411243749,0.1465,14.87480402,0,1.5,175.0064531
Bandhan Nifty200 Momentum 30 Index Fund,Equity Scheme,Index Fund,Growth,132.6995,0.42,26.2076,3.94,16.67220908,26.36916357,48.71961441,0.46353563,0.0502,14.87480402,0,3.583333333,137.4634685
Bandhan Nifty200 Momentum 30 Index Fund,Equity Scheme,Index Fund,IDCW,132.6995,0.42,26.2076,3.94,16.67220908,26.36916357,48.71961441,0.458773277,0.0497,14.87480402,0,3.583333333,137.3855332
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund,Equity Scheme,Index Fund,IDCW,125.931084,0.49,22.5237,3.72,19.6505892,27.41967979,41.09446083,0.838174015,0.0883,14.87480402,0,2,130.2832915
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund,Equity Scheme,Index Fund,Growth,125.931084,0.49,22.5237,3.72,19.6505892,27.41967979,41.09446083,0.838174015,0.0883,14.87480402,0,2,130.2832915
Tata Nifty Next 50 Index Fund,Equity Scheme,Index Fund,IDCW,105.8855191,0.22,20.0032,3.14,12.65581711,19.06425602,33.65848184,-0.36352623,-0.0346,14.87480402,0,0.5,128.9029025
Tata Nifty Next 50 Index Fund,Equity Scheme,Index Fund,Growth,105.8855191,0.22,20.0032,3.14,12.65581711,19.06425602,33.65848184,-0.36352623,-0.0346,14.87480402,0,0.5,128.9029025
ICICI Pru Nifty Auto Index Fund,Equity Scheme,Index Fund,IDCW,216.5949098,0.4,14.3631,4.54,47.87730242,63.69350975,89.22905906,1.4128312,0.1648,14.87480402,0,3.5,114.3951502
ICICI Pru Nifty Auto Index Fund,Equity Scheme,Index Fund,Growth,216.5949098,0.4,14.3631,4.54,47.87730242,63.69350975,89.22905906,1.4128312,0.1648,14.87480402,0,3.5,114.3951502
Motilal Oswal BSE Low Volatility Index Fund,Equity Scheme,Index Fund,Growth,108.7726,0.3,26.6928,4.27,12.70871525,20.23836885,38.03696887,0.492109744,0.0554,14.87480402,0,4.083333333,86.58665289
Nippon India Quant Fund,Equity Scheme,Thematic Fund,Growth,112.5021,0.53,21.606,3.45,19.38967414,30.82198914,47.99597226,0.881035187,0.0988,13.82159109,15.71941766,13.25,50.73967666
Nippon India Quant Fund,Equity Scheme,Thematic Fund,IDCW,112.5021,0.53,21.606,3.45,19.38967414,30.82198914,47.99597226,0.881035187,0.0988,13.82159109,15.68451102,13.25,50.63495674
Axis Nifty500 Momentum 50 Index Fund,Equity Scheme,Index Fund,Growth,119.728001,0.15,28.8916,4.22,15.13659044,24.78905436,45.43039139,0.42384936,0.0453,14.87480402,0,1.166666667,40.62925703
Groww Largecap Fund,Equity Scheme,Large Cap Fund,Growth,129.0440058,1.26,19.8155,3.36,25.97175147,38.34599097,56.47146574,0.873097933,0.1013,11.76201976,13.7061573,13.25,38.69754982
Edelweiss Nifty Alpha Low Volatility 30 Index Fund,Equity Scheme,Index Fund,IDCW,114.4312,0.39,34.0709,4.62,13.59699103,21.7736072,40.29373108,0.46512308,0.0513,14.87480402,0,1.916666667,33.96370888
Edelweiss Nifty Alpha Low Volatility 30 Index Fund,Equity Scheme,Index Fund,Growth,114.4312,0.39,34.0709,4.62,13.59699103,21.7736072,40.29373108,0.46512308,0.0513,14.87480402,0,1.916666667,33.96370888
Groww Largecap Fund,Equity Scheme,Large Cap Fund,IDCW,129.0440058,1.26,19.8155,3.36,25.97175147,38.34599097,56.47146574,0.865160679,0.1003,11.76201976,7.66146628,13.25,20.43141795
Quant Teck Fund,Equity Scheme,Sectoral Fund - Technology,IDCW,225.7587,0.89,31.3152,4.38,42.09109106,61.09562998,100.0075302,-1.420768454,-0.1389,16.85893746,0,2.583333333,-12.6431072
Quant Teck Fund,Equity Scheme,Sectoral Fund - Technology,Growth,225.7587,0.89,31.3152,4.38,42.09109106,61.09562998,100.0075302,-1.420768454,-0.1389,16.85893746,0,2.583333333,-12.6431072
Groww Largecap Fund(M-IDCW),Equity Scheme,Large Cap Fund,IDCW,129.0440058,1.26,19.8155,3.36,25.97175147,38.34599097,56.47146574,0.86674813,0.1004,11.76201976,0,9.083333333,-23.36120246
Groww Largecap Fund(H-IDCW),Equity Scheme,Large Cap Fund,IDCW,129.0440058,1.26,19.8155,3.36,25.97175147,38.34599097,56.47146574,0.86674813,0.1003,11.76201976,0,9.083333333,-23.36250246
Groww Largecap Fund(Q-IDCW),Equity Scheme,Large Cap Fund,IDCW,129.0440058,1.26,19.8155,3.36,25.97175147,38.34599097,56.47146574,0.86674813,0.1001,11.76201976,0,9.083333333,-23.36510246
Tata Nifty MidSmall Healthcare Index Fund,Equity Scheme,Index Fund,IDCW,158.3383479,0.51,38.9768,4.47,27.37934339,39.90669401,63.2451338,0.595294045,0.0621,14.87480402,0,2,-41.548364
Tata Nifty MidSmall Healthcare Index Fund,Equity Scheme,Index Fund,Growth,158.3383479,0.51,38.9768,4.47,27.37934339,39.90669401,63.2451338,0.595294045,0.0621,14.87480402,0,2,-41.548364
Bandhan Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,IDCW,60.1483,0.2,27.3081,3.07,6.875532524,9.328833085,14.95906591,0.157157628,0.0159,14.87480402,0,2.333333333,-41.86195725
Bandhan Nifty Smallcap 250 Index Fund,Equity Scheme,Index Fund,Growth,60.1483,0.2,27.3081,3.07,6.875532524,9.328833085,14.95906591,0.157157628,0.0159,14.87480402,0,2.333333333,-41.86195725
Old Bridge Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,IDCW,0,0,0,0,0,0,0,4.644881002,0,12.54736388,0,0.083333333,-42.83639323
Old Bridge Flexi Cap Fund,Equity Scheme,Flexi Cap Fund,Growth,0,0,0,0,0,0,0,4.644881002,0,12.54736388,0,0.083333333,-42.83639323
JioBlackRock Sector Rotation Fund,Equity Scheme,Thematic Fund,Growth,110.5188284,0,0,0,24.53665641,33.96941446,45.65116856,-5.290973472,-0.4711,13.82159109,0,0.166666667,-47.6383484
HDFC Nifty India Digital Index Fund,Equity Scheme,Index Fund,Growth,161.4986,0.4,43.4119,6.23,23.73494259,38.75364864,65.23777915,-0.474647785,-0.0499,14.87480402,0,1.333333333,-53.99184933
Samco ELSS Tax Saver Fund,Equity Scheme,Equity Linked Savings Scheme (ELSS),Growth,110.0418,0.97,26.3001,5.28,20.07973334,28.28997708,41.82147148,0.223830561,0.0233,13.06027511,0,3.333333333,-57.18940611
Samco Small Cap Fund,Equity Scheme,Small Cap Fund,Growth,129.9457,0.85,23.382,4.02,27.86202237,33.86514521,46.32357977,-1.719209202,-0.1664,15.30194838,0,0.333333333,-57.51088559
